id,source,text,image_path,clean_text
4e558f10,Twitter,"The Law of Escalation from Game Theory explains escalating conflicts. Key questions for Iran-US war: ground invasion, nuclear weapon use, and damage to Al-Aqsa Mosque. The latter could trigger a global conflict. #GameTheory #Geopolitics #Conflict",dataset/twitter_images/4e558f10.jpg,"The Law of Escalation from Game Theory explains escalating conflicts. Key questions for Iran-US war: ground invasion, nuclear weapon use, and damage to Al-Aqsa Mosque. The latter could trigger a global conflict. #GameTheory #Geopolitics #Conflict"
37bc99c6,Twitter,"War isn't a game with set rules - it is total chaos. Why expect Trump to predict the unpredictable in the Iran conflict? A bold take on modern warfare, geopolitics, and the criticism surrounding his exit strategy.  Watch the full breakdown of Dr Roger Gewolb on @ndtv below.",dataset/twitter_images/37bc99c6.jpg,"War isn't a game with set rules - it is total chaos. Why expect Trump to predict the unpredictable in the Iran conflict? A bold take on modern warfare, geopolitics, and the criticism surrounding his exit strategy. Watch the full breakdown of Dr Roger Gewolb on below."
33ebdac9,Twitter,"War isn't a game with set rules - it is total chaos. Why expect Trump to predict the unpredictable in the Iran conflict? A bold take on modern warfare, geopolitics, and the criticism surrounding his exit strategy.  Watch the full breakdown of Dr Roger Gewolb on  @ndtv  below.",dataset/twitter_images/33ebdac9.jpg,"War isn't a game with set rules - it is total chaos. Why expect Trump to predict the unpredictable in the Iran conflict? A bold take on modern warfare, geopolitics, and the criticism surrounding his exit strategy. Watch the full breakdown of Dr Roger Gewolb on below."
6decc113,Twitter,"Iran claims it shot down US warplanes, with one pilot missing as rescue missions unfold. Tensions with United States escalate amid ongoing conflict.  #Iran #US #MiddleEast #War #Geopolitics #Breaking",dataset/twitter_images/6decc113.jpg,"Iran claims it shot down US warplanes, with one pilot missing as rescue missions unfold. Tensions with United States escalate amid ongoing conflict. #Iran #US #MiddleEast #War #Geopolitics #Breaking"
451e5bdd,Twitter,"Live updates: Iran war news, US and Iran race to find crew member from downed F-15 jet - CNN  Shared Via InSnaps App:  https:// credibletechnologies.in/a/L_9YnRB4tH9E brtMqyFRKoJ1T_sHeSe0uxH7qPRBoNePoaFF95_EqZN3ntKwiGuOnR67hLPLAxFyX8JLO2CaYlZ6-VAyOHJT …  #Cnn #Irans #Conflict #Iran #American #Follow #Geopolitics",dataset/twitter_images/451e5bdd.jpg,"Live updates: Iran war news, US and Iran race to find crew member from downed F-15 jet - CNN Shared Via InSnaps App: credibletechnologies.in/a/L_9YnRB4tH9E brtMqyFRKoJ1T_sHeSe0uxH7qPRBoNePoaFF95_EqZN3ntKwiGuOnR67hLPLAxFyX8JLO2CaYlZ6-VAyOHJT … #Cnn #Irans #Conflict #Iran #American #Follow #Geopolitics"
105c5fe5,Twitter,"US-Israel-Iran war update Trump ka bada bayan, America jaldi Iran se bahar aa sakta hai, White House signals de raha hai lekin ground pe conflict abhi bhi intense hai, situation tense bani hui hai #trump #iran #usa #israel #war #whitehouse #breaking #news #worldnews #geopolitics",dataset/twitter_images/105c5fe5.jpg,"US-Israel-Iran war update Trump ka bada bayan, America jaldi Iran se bahar aa sakta hai, White House signals de raha hai lekin ground pe conflict abhi bhi intense hai, situation tense bani hui hai #trump #iran #usa #israel #war #whitehouse #breaking #news #worldnews #geopolitics"
4a8c53eb,Twitter,"The U.S.–Iran war enters week six after two U.S. warplanes were downed and a missing pilot search intensifies — fighting spreads and ceasefire hopes fade.   With tensions escalating, is a wider Middle East conflict now inevitable? #WorldNews #Geopolitics #MiddleEast",dataset/twitter_images/4a8c53eb.jpg,"The U.S.–Iran war enters week six after two U.S. warplanes were downed and a missing pilot search intensifies — fighting spreads and ceasefire hopes fade. With tensions escalating, is a wider Middle East conflict now inevitable? #WorldNews #Geopolitics #MiddleEast"
5955333d,Twitter,"BREAKING    Reports say US proposed a 48-hour truce, but Iran rejected it amid escalating conflict. A major setback for Washington as tensions rise and diplomacy fails to gain ground in the region.   #Iran #US #BreakingNews #Geopolitics #War",dataset/twitter_images/5955333d.jpg,"BREAKING Reports say US proposed a 48-hour truce, but Iran rejected it amid escalating conflict. A major setback for Washington as tensions rise and diplomacy fails to gain ground in the region. #Iran #US #BreakingNews #Geopolitics #War"
fb72642e,Twitter, BREAKING: Iran War Update US fighter jet shot down  Rescue mission still ongoing  War cost rising rapidly  Is this a turning point in the conflict?   Watch full analysis  Retweet |  Comment #IranWar #BreakingNews #USvsIran #WarUpdate #Geopolitics,dataset/twitter_images/fb72642e.jpg,BREAKING: Iran War Update US fighter jet shot down Rescue mission still ongoing War cost rising rapidly Is this a turning point in the conflict? Watch full analysis Retweet | Comment #IranWar #BreakingNews #USvsIran #WarUpdate #Geopolitics
c7fcf821,Twitter,"Europe and Asia are bearing the brunt of the ongoing conflict, as global oil and gas supplies are plunged into turmoil  Marco Carnelos  @MarcoCarnelos   Iran war: Why US allies are suffering more than its enemies   https:// braveneweurope.com/marco-carnelos -iran-war-why-us-allies-are-suffering-more-than-its-enemies …  #Geopolitics #Economics #IranWar‌ #Oil",dataset/twitter_images/c7fcf821.jpg,"Europe and Asia are bearing the brunt of the ongoing conflict, as global oil and gas supplies are plunged into turmoil Marco Carnelos Iran war: Why US allies are suffering more than its enemies braveneweurope.com/marco-carnelos -iran-war-why-us-allies-are-suffering-more-than-its-enemies … #Geopolitics #Economics #IranWar‌ #Oil"
d6aa7111,Twitter,Could a conflict between Israel and Iran escalate to nuclear war? This provocative analysis examines the potential for catastrophic fallout and the geopolitical stakes involved. Watch the full breakdown here. #Geopolitics #MiddleEast #NuclearWar #BreakingNews #ForeignPolicy,dataset/twitter_images/d6aa7111.jpg,Could a conflict between Israel and Iran escalate to nuclear war? This provocative analysis examines the potential for catastrophic fallout and the geopolitical stakes involved. Watch the full breakdown here. #Geopolitics #MiddleEast #NuclearWar #BreakingNews #ForeignPolicy
86a356cd,Twitter,Market's furious reaction to escalating war. Bitcoin's nosedive after Trump's statements highlights the chaos. Frustration mounts with unreliable news and prolonged conflict. #MarketVolatility #Bitcoin #Geopolitics,dataset/twitter_images/86a356cd.jpg,Market's furious reaction to escalating war. Bitcoin's nosedive after Trump's statements highlights the chaos. Frustration mounts with unreliable news and prolonged conflict. #MarketVolatility #Bitcoin #Geopolitics
0866e596,Twitter,"As one war potentially ends and another potentially begins, the market reacts. A personal stance against conflict, plus a major cyberattack linked to North Korea. Complex times. #Geopolitics #MarketAnalysis #CyberSecurity",dataset/twitter_images/0866e596.jpg,"As one war potentially ends and another potentially begins, the market reacts. A personal stance against conflict, plus a major cyberattack linked to North Korea. Complex times. #Geopolitics #MarketAnalysis #CyberSecurity"
28fe45ac,Twitter,#USA #Iran #War #Thread Global Chaos What It Really Means for Crypto Markets (April 2026 Deep Dive) As a Crypto Analyst tracking macro  geopolitics & on chain flows 24/7  the ongoing US Israel Iran #conflict now in its 5th week is the biggest driver of short term volatility,dataset/twitter_images/28fe45ac.jpg,#USA #Iran #War #Thread Global Chaos What It Really Means for Crypto Markets (April 2026 Deep Dive) As a Crypto Analyst tracking macro geopolitics & on chain flows 24/7 the ongoing US Israel Iran #conflict now in its 5th week is the biggest driver of short term volatility
6061f1ce,Twitter,"2026 is shaping up as a year of rising global tensions. From the Russia–Ukraine war to friction involving the U.S., Israel, and Iran, the world remains on edge. In South Asia, a limited India–Pakistan conflict is also a  very high possibility. #Geopolitics  #GlobalTensions",dataset/twitter_images/6061f1ce.jpg,"2026 is shaping up as a year of rising global tensions. From the Russia–Ukraine war to friction involving the U.S., Israel, and Iran, the world remains on edge. In South Asia, a limited India–Pakistan conflict is also a very high possibility. #Geopolitics #GlobalTensions"
5a5e32f4,Twitter,Trump saying Israel will stop “when I stop” isn’t just rhetoric — it exposes the real power structure.    It becomes a US-directed conflict with Israel as the operational face.  Which begs the question:  Are we witnessing defense… or delegation of war?  #Geopolitics #MiddleEast,dataset/twitter_images/5a5e32f4.jpg,Trump saying Israel will stop “when I stop” isn’t just rhetoric — it exposes the real power structure. It becomes a US-directed conflict with Israel as the operational face. Which begs the question: Are we witnessing defense… or delegation of war? #Geopolitics #MiddleEast
211c4cd0,Twitter,"US stocks surge on hopes of Iran conflict ending. US Sec. of State says war is nearing its end, but Israel vows to continue military ops against Iran. #geopolitics #stocks",dataset/twitter_images/211c4cd0.jpg,"US stocks surge on hopes of Iran conflict ending. US Sec. of State says war is nearing its end, but Israel vows to continue military ops against Iran. #geopolitics #stocks"
9059e2ac,Twitter,"US stocks surge on hopes of Iran conflict ending. Trump declares US-Israeli war against Iran ""nearing completion"" despite global economic chaos. #economy #geopolitics",dataset/twitter_images/9059e2ac.jpg,"US stocks surge on hopes of Iran conflict ending. Trump declares US-Israeli war against Iran ""nearing completion"" despite global economic chaos. #economy #geopolitics"
5858aa5d,Twitter,ایران جنگ رکوانے میں کردار ادا کرنے کو تیار ہیں ویلادیمیر پوٹن  https:// mazaj.com.pk/urdu/?p=95464 #VladimirPutin #Russia #Iran #War #MiddleEast #BreakingNews #WorldNews #Geopolitics #PeaceTalks #Diplomacy #GlobalTensions #RussiaUkraine #Conflict #NewsUpdate #InternationalNews,dataset/twitter_images/5858aa5d.jpg,ایران جنگ رکوانے میں کردار ادا کرنے کو تیار ہیں ویلادیمیر پوٹن mazaj.com.pk/urdu/?p=95464 #VladimirPutin #Russia #Iran #War #MiddleEast #BreakingNews #WorldNews #Geopolitics #PeaceTalks #Diplomacy #GlobalTensions #RussiaUkraine #Conflict #NewsUpdate #InternationalNews
1c9b4a16,Twitter," Iran mobilizes forces, fortifies Strait of Hormuz islands, preps for asymmetric war vs. U.S. threat. Strategy aims to prolong conflict, raise regional risks. Could impact oil markets, global stability.  #Geopolitics #Oil #Iran",dataset/twitter_images/1c9b4a16.jpg,"Iran mobilizes forces, fortifies Strait of Hormuz islands, preps for asymmetric war vs. U.S. threat. Strategy aims to prolong conflict, raise regional risks. Could impact oil markets, global stability. #Geopolitics #Oil #Iran"
9ada25ac,Twitter,"According to recent research, whenever two countries go to war, the biggest impact is felt by three countries: the two involved in the conflict — and the third is Pakistan. #Pakistan #PMPakistan #GlobalImpact #Geopolitics #petrol #furry #shahbazsharif",dataset/twitter_images/9ada25ac.jpg,"According to recent research, whenever two countries go to war, the biggest impact is felt by three countries: the two involved in the conflict — and the third is Pakistan. #Pakistan #PMPakistan #GlobalImpact #Geopolitics #petrol #furry #shahbazsharif"
1b9af9ba,Twitter,"Iran War Expands As Chechen Fighters Threaten Entry, Raising Fears of Multi-Front Conflict Watch:  https:// youtu.be/6QCbUNkjFHc #IranWar #Hezbollah #Houthis #ChechenFighters #RamzanKadyrov #MiddleEastCrisis #BreakingNews #Geopolitics #WorldNews",dataset/twitter_images/1b9af9ba.jpg,"Iran War Expands As Chechen Fighters Threaten Entry, Raising Fears of Multi-Front Conflict Watch: youtu.be/6QCbUNkjFHc #IranWar #Hezbollah #Houthis #ChechenFighters #RamzanKadyrov #MiddleEastCrisis #BreakingNews #Geopolitics #WorldNews"
79505afe,Twitter,One man’s ego  One region on fire  The entire world paying the price  The Iran–US war isn’t just a conflict… It’s a global shockwave  #usirantensions #Geopolitics #WorldNews #Iran #Usa #amazon,dataset/twitter_images/79505afe.jpg,One man’s ego One region on fire The entire world paying the price The Iran–US war isn’t just a conflict… It’s a global shockwave #usirantensions #Geopolitics #WorldNews #Iran #Usa #amazon
6de93770,Twitter,"Trump claims US could end Iran war in weeks after 'crushing' Iran. Pentagon says next days crucial for Iran conflict, with US 'fighting and talking'. Reports of Iran urging Houthis for new ops heat up Bab el-Mandeb Strait. #Geopolitics",dataset/twitter_images/6de93770.jpg,"Trump claims US could end Iran war in weeks after 'crushing' Iran. Pentagon says next days crucial for Iran conflict, with US 'fighting and talking'. Reports of Iran urging Houthis for new ops heat up Bab el-Mandeb Strait. #Geopolitics"
448a0612,Twitter,“Israel vs Iran war… ప్రపంచాన్ని shake చేస్తున్న conflict   అందరూ ఒకే question అడుగుతున్నారు…   India ఏ side తీసుకుంటుంది?  Reality ఏమిటంటే…   Think beyond simple answers.  #IsraelIranWar #IndiaDiplomacy #Geopolitics”,dataset/twitter_images/448a0612.jpg,“Israel vs Iran war… ప్రపంచాన్ని shake చేస్తున్న conflict అందరూ ఒకే question అడుగుతున్నారు… India ఏ side తీసుకుంటుంది? Reality ఏమిటంటే… Think beyond simple answers. #IsraelIranWar #IndiaDiplomacy #Geopolitics”
201deb3b,Twitter,"Russian oil tanker arrives in Cuba, Kremlin pledges continued support. Pentagon says decisive days ahead for Iran conflict as US balances military pressure & diplomacy. Russia offers to mediate Iran war, calls NATO hostile. #geopolitics #oil",dataset/twitter_images/201deb3b.jpg,"Russian oil tanker arrives in Cuba, Kremlin pledges continued support. Pentagon says decisive days ahead for Iran conflict as US balances military pressure & diplomacy. Russia offers to mediate Iran war, calls NATO hostile. #geopolitics #oil"
69664bf4,Twitter,Will the Iran–Israel War Drag On Like Ukraine & Gaza?  Siddhartha Rastogi discusses the real and growing impact of the Iran–Israel conflict - especially on energy supplies and everyday life  #IranIsraelWar #OilPrices #Geopolitics #EnergyCrisis #UkraineParallel #GazaParallel,dataset/twitter_images/69664bf4.jpg,Will the Iran–Israel War Drag On Like Ukraine & Gaza? Siddhartha Rastogi discusses the real and growing impact of the Iran–Israel conflict - especially on energy supplies and everyday life #IranIsraelWar #OilPrices #Geopolitics #EnergyCrisis #UkraineParallel #GazaParallel
f6899494,Twitter,"#लोकसत्ता_अग्रलेख : शहाण्याचा शहाणपणा की... माणसाच्या आयुष्यात अशी वेळ येते; पण आपण रस्ता चुकलो असे प्रामाणिकपणे मान्यच न केल्यास चकवा लागल्याप्रमाणे गरगर फिरावे लागते. एके काळच्या मित्रदेशांपैकी इंग्लंडने झिडकारले, स्पेनने तर थेट फटकारले, जर्मनीने ठोक...  https:// loksatta.com/sampadkiya/edi torial/donald-trump-iran-war-strategy-analysis-us-israel-conflict-middle-east-geopolitics-ssb-93-5811730/ …",dataset/twitter_images/f6899494.jpg,"#लोकसत्ता_अग्रलेख : शहाण्याचा शहाणपणा की... माणसाच्या आयुष्यात अशी वेळ येते; पण आपण रस्ता चुकलो असे प्रामाणिकपणे मान्यच न केल्यास चकवा लागल्याप्रमाणे गरगर फिरावे लागते. एके काळच्या मित्रदेशांपैकी इंग्लंडने झिडकारले, स्पेनने तर थेट फटकारले, जर्मनीने ठोक... loksatta.com/sampadkiya/edi torial/donald-trump-iran-war-strategy-analysis-us-israel-conflict-middle-east-geopolitics-ssb-93-5811730/ …"
583a7ea5,Twitter,Were the October 7th attacks an act of war? Are Hezbollah's daily rocket barrages an act of war? Was the killing of 200 US Marines an act of war? These are critical questions about escalation. #Geopolitics #MiddleEast #Conflict,dataset/twitter_images/583a7ea5.jpg,Were the October 7th attacks an act of war? Are Hezbollah's daily rocket barrages an act of war? Was the killing of 200 US Marines an act of war? These are critical questions about escalation. #Geopolitics #MiddleEast #Conflict
7b8e2ab7,Twitter,"Mohammad Marandi challenges the mainstream narrative on the Iran conflict, arguing the nation is a victim of aggression and exposing the influence behind the war. Was Iran ever actually a threat? Watch now.  #Iran #MiddleEast #Geopolitics #ForeignPolicy #BreakingNews",dataset/twitter_images/7b8e2ab7.jpg,"Mohammad Marandi challenges the mainstream narrative on the Iran conflict, arguing the nation is a victim of aggression and exposing the influence behind the war. Was Iran ever actually a threat? Watch now. #Iran #MiddleEast #Geopolitics #ForeignPolicy #BreakingNews"
8b005288,Twitter,"As regional damage spreads and Europe becomes increasingly exposed, the risk is no longer contained and the real concern is how far this conflict could extend.  #geopolitics #iran #war #macro #globalconflict #europe #middleeast #markets #investing #globalrisk #iranwar",dataset/twitter_images/8b005288.jpg,"As regional damage spreads and Europe becomes increasingly exposed, the risk is no longer contained and the real concern is how far this conflict could extend. #geopolitics #iran #war #macro #globalconflict #europe #middleeast #markets #investing #globalrisk #iranwar"
724c6928,Twitter,"This video explores the hidden systems behind modern conflict — political institutions, military strategy, economic incentives, and media narratives — and how their alignment makes war more likely. https://youtu.be/G4iJKOLsbhc?si=_clXNFoZWW3B2czQ…  #powerlogic #geopolitics #warexplained #systemsbehindwar",dataset/twitter_images/724c6928.jpg,"This video explores the hidden systems behind modern conflict — political institutions, military strategy, economic incentives, and media narratives — and how their alignment makes war more likely. #powerlogic #geopolitics #warexplained #systemsbehindwar"
d1875ef4,Twitter,"This video explores the hidden systems behind modern conflict — political institutions, military strategy, economic incentives, and media narratives — and how their alignment makes war more likely.  https:// youtu.be/G4iJKOLsbhc?si =_clXNFoZWW3B2czQ …  #powerlogic #geopolitics #warexplained #systemsbehindwar",dataset/twitter_images/d1875ef4.jpg,"This video explores the hidden systems behind modern conflict — political institutions, military strategy, economic incentives, and media narratives — and how their alignment makes war more likely. youtu.be/G4iJKOLsbhc?si =_clXNFoZWW3B2czQ … #powerlogic #geopolitics #warexplained #systemsbehindwar"
26cb023f,Twitter,"U.S. President Donald Trump says Iran war objectives are nearing completion, but vows intensified strikes, pushing oil prices higher and raising global concerns.  Click to know more -  https:// urbananews.ca/trump-iran-war -speech-signals-intensified-military-push-as-conflict-nears-critical-phase/ …  #Iran #Geopolitics #OilCrisis",dataset/twitter_images/26cb023f.jpg,"U.S. President Donald Trump says Iran war objectives are nearing completion, but vows intensified strikes, pushing oil prices higher and raising global concerns. Click to know more - urbananews.ca/trump-iran-war -speech-signals-intensified-military-push-as-conflict-nears-critical-phase/ … #Iran #Geopolitics #OilCrisis"
babe0add,Twitter,War has a new target: your infrastructure. This is conflict in 2026. #War #Geopolitics #Tech #CyberWar #GlobalRisk #BreakingNews,dataset/twitter_images/babe0add.jpg,War has a new target: your infrastructure. This is conflict in 2026. #War #Geopolitics #Tech #CyberWar #GlobalRisk #BreakingNews
b6b2a76f,Twitter,Ongoing War in the Middle East is Dangerous: Tahir Hussain Andrabi | Breaking News | Awaz Tv News #MiddleEast #BreakingNews #TahirHussainAndrabi #WorldNews #Geopolitics #Conflict #GlobalPeace #LatestUpdate #Awaztvnews,dataset/twitter_images/b6b2a76f.jpg,Ongoing War in the Middle East is Dangerous: Tahir Hussain Andrabi | Breaking News | Awaz Tv News #MiddleEast #BreakingNews #TahirHussainAndrabi #WorldNews #Geopolitics #Conflict #GlobalPeace #LatestUpdate #Awaztvnews
a09d83e9,Twitter,"Bahut interesting debate hai Mahadangal mein. America ka economic slowdown aur high war expenditure ko dekhkar yeh sawal utthna swabhavik hai ki kya woh Iran-Israel conflict se nikalne ka bahana dhoondh raha hai. Lekin geopolitics mein sirf economic loss nahi, strategic interests",dataset/twitter_images/a09d83e9.jpg,"Bahut interesting debate hai Mahadangal mein. America ka economic slowdown aur high war expenditure ko dekhkar yeh sawal utthna swabhavik hai ki kya woh Iran-Israel conflict se nikalne ka bahana dhoondh raha hai. Lekin geopolitics mein sirf economic loss nahi, strategic interests"
f8920134,Twitter,Trump Signals Long War Ahead US Ground Operation in Iran Could Extend Conflict for Months | TV9Gujarati #Trump #USIran #WarUpdate #BreakingNews #GlobalTensions #MiddleEast #WorldNews #Geopolitics #TV9Gujarati,dataset/twitter_images/f8920134.jpg,Trump Signals Long War Ahead US Ground Operation in Iran Could Extend Conflict for Months | TV9Gujarati #Trump #USIran #WarUpdate #BreakingNews #GlobalTensions #MiddleEast #WorldNews #Geopolitics #TV9Gujarati
3e4a9d93,Twitter,"Global attention on Iran–Israel tensions hasn’t translated into conflict between Ethiopia and Eritrea. Despite ongoing rhetoric and Abiy Ahmed’s focus on sea access, the risk of war remains contained for now. #HornOfAfrica #Ethiopia #Eritrea #Geopolitics",dataset/twitter_images/3e4a9d93.jpg,"Global attention on Iran–Israel tensions hasn’t translated into conflict between Ethiopia and Eritrea. Despite ongoing rhetoric and Abiy Ahmed’s focus on sea access, the risk of war remains contained for now. #HornOfAfrica #Ethiopia #Eritrea #Geopolitics"
a9cdbe95,Twitter,UBS flags risk of $150 oil by end of April as Volvo cites Iran war impact on US demand in Q1 — clearest sign yet that geopolitical conflict is denting consumer spending. Young tech companies now upping base pay alongside equity to compete for talent. #Markets #Geopolitics,dataset/twitter_images/a9cdbe95.jpg,UBS flags risk of $150 oil by end of April as Volvo cites Iran war impact on US demand in Q1 — clearest sign yet that geopolitical conflict is denting consumer spending. Young tech companies now upping base pay alongside equity to compete for talent. #Markets #Geopolitics
f3c23e2f,Twitter," TRUMP’S HORMUZ GAMBIT  Is the world ready for $114/bbl oil?  Trump’s ""Stone Age"" doctrine has West Asia in flames.  Our investigation into the U.S.-Iran crisis & the global fallout.   https:// khabarforyou.com/world-news/det ails/3383/trump-iran-speech-analysis-west-asia-conflict-2026-strait-of-hormuz-oil-crisis-israel-iran-war-news-us-military-iran-strikes-khabarforyou-investigative-report-global-oil-prices-india-iran-relations … #IranWar #Trump #OilCrisis #Geopolitics #KhabarForYou",dataset/twitter_images/f3c23e2f.jpg,"TRUMP’S HORMUZ GAMBIT Is the world ready for $114/bbl oil? Trump’s ""Stone Age"" doctrine has West Asia in flames. Our investigation into the U.S.-Iran crisis & the global fallout. khabarforyou.com/world-news/det ails/3383/trump-iran-speech-analysis-west-asia-conflict-2026-strait-of-hormuz-oil-crisis-israel-iran-war-news-us-military-iran-strikes-khabarforyou-investigative-report-global-oil-prices-india-iran-relations … #IranWar #Trump #OilCrisis #Geopolitics #KhabarForYou"
dd35b417,Twitter,"Trump claims NATO will not support America in major war, says alliance failed expectations during Iran conflict and global tensions rising  #Trump #NATO #USPolitics #BreakingNews #WorldNews #Geopolitics #WarUpdate #ViralClips #Shorts",dataset/twitter_images/dd35b417.jpg,"Trump claims NATO will not support America in major war, says alliance failed expectations during Iran conflict and global tensions rising #Trump #NATO #USPolitics #BreakingNews #WorldNews #Geopolitics #WarUpdate #ViralClips #Shorts"
298a559f,Twitter,"Trump Signals Progress in Iran War but No Clear Timeline, Raising Global Concerns #IranWar #Trump #BreakingNews #MiddleEast #Geopolitics #OilPrices #GlobalMarkets #WorldNews #Conflict #GlobalNews",dataset/twitter_images/298a559f.jpg,"Trump Signals Progress in Iran War but No Clear Timeline, Raising Global Concerns #IranWar #Trump #BreakingNews #MiddleEast #Geopolitics #OilPrices #GlobalMarkets #WorldNews #Conflict #GlobalNews"
d5c97b9b,Twitter, US Vice President JD Vance seems to be a gearing up for a primary role in potential negotiations with Iran on bringing the ongoing war to an end. He has spoken to intermediaries from Pakistan about the conflict,dataset/twitter_images/d5c97b9b.jpg,US Vice President JD Vance seems to be a gearing up for a primary role in potential negotiations with Iran on bringing the ongoing war to an end. He has spoken to intermediaries from Pakistan about the conflict
ba876036,Twitter,"Iran War Escalation Fears Rise as Trump Signals More Strikes, Markets React #IranWar #Trump #BreakingNews #MiddleEast #OilPrices #GlobalMarkets #Geopolitics #WorldNews #Conflict #GlobalNews",dataset/twitter_images/ba876036.jpg,"Iran War Escalation Fears Rise as Trump Signals More Strikes, Markets React #IranWar #Trump #BreakingNews #MiddleEast #OilPrices #GlobalMarkets #Geopolitics #WorldNews #Conflict #GlobalNews"
cb9a365a,Twitter,"Azadeh Moaveni, Associate Professor at New York University and Director of Global Journalism, discusses Iran's regime resilience amid ongoing conflict.  Will the Iranian regime collapse after the war ends? Azadeh answers.  #Iran #MiddleEast #Geopolitics #StraitOfHormuz #NewsToday",dataset/twitter_images/cb9a365a.jpg,"Azadeh Moaveni, Associate Professor at New York University and Director of Global Journalism, discusses Iran's regime resilience amid ongoing conflict. Will the Iranian regime collapse after the war ends? Azadeh answers. #Iran #MiddleEast #Geopolitics #StraitOfHormuz #NewsToday"
c7ff63ad,Twitter," Trump warns of major attacks on Iran within 2–3 weeks amid escalating conflict.  Says Iran’s military weakened, leadership impacted, and US objectives nearly achieved. Signals war could end soon.  #Trump #Iran #USIranWar #BreakingNews #MiddleEast #Oil #Geopolitics",dataset/twitter_images/c7ff63ad.jpg,"Trump warns of major attacks on Iran within 2–3 weeks amid escalating conflict. Says Iran’s military weakened, leadership impacted, and US objectives nearly achieved. Signals war could end soon. #Trump #Iran #USIranWar #BreakingNews #MiddleEast #Oil #Geopolitics"
c7386d5e,Twitter,#BreakingNews #GlobalUpdate #WorldAffairs #StayInformed #NewsUpdate #iran #war #SocialAwareness #InformationalContent #TrendingNow #CurrentEvents #middleeast #geopolitics #PublicDiscussion #conflict #alitallatchaudhryofficial #DonaldTrump #TrumpTweets #DJT #USPolitics #NATO,dataset/twitter_images/c7386d5e.jpg,#BreakingNews #GlobalUpdate #WorldAffairs #StayInformed #NewsUpdate #iran #war #SocialAwareness #InformationalContent #TrendingNow #CurrentEvents #middleeast #geopolitics #PublicDiscussion #conflict #alitallatchaudhryofficial #DonaldTrump #TrumpTweets #DJT #USPolitics #NATO
d3b15433,Twitter,US Nears Iran War Goals as Trump Signals More Strikes Amid Global Market Tensions #IranWar #USA #Trump #MiddleEast #Geopolitics #BreakingNews #OilPrices #GlobalMarkets #WorldNews #Conflict,dataset/twitter_images/d3b15433.jpg,US Nears Iran War Goals as Trump Signals More Strikes Amid Global Market Tensions #IranWar #USA #Trump #MiddleEast #Geopolitics #BreakingNews #OilPrices #GlobalMarkets #WorldNews #Conflict
09537e25,Twitter,"राष्ट्र के नाम संबोधन में TRUMP का ऐलान, AMERICA ने IRAN में जीत की हासिल   #Trump #IranWar #America #MiddleEast #BreakingNews #WorldNews #Geopolitics #War #GlobalCrisis #USA #InternationalNews #NewsUpdate #Conflict #WorldPolitics #Iran",dataset/twitter_images/09537e25.jpg,"राष्ट्र के नाम संबोधन में TRUMP का ऐलान, AMERICA ने IRAN में जीत की हासिल #Trump #IranWar #America #MiddleEast #BreakingNews #WorldNews #Geopolitics #War #GlobalCrisis #USA #InternationalNews #NewsUpdate #Conflict #WorldPolitics #Iran"
a44c2d00,Twitter,"Islamabad under attack-flames rising, tensions exploding. This war won’t stop now. A grave mistake has pushed the region to the brink. The consequences will be massive. #Islamabad #Pakistan #BreakingNews #WarAlert #SouthAsia #Conflict #Geopolitics #Crisis #Trending #WorldNews",dataset/twitter_images/a44c2d00.jpg,"Islamabad under attack-flames rising, tensions exploding. This war won’t stop now. A grave mistake has pushed the region to the brink. The consequences will be massive. #Islamabad #Pakistan #BreakingNews #WarAlert #SouthAsia #Conflict #Geopolitics #Crisis #Trending #WorldNews"
507ee8eb,Twitter,"Geopolitics: Markets rallied after US President Donald Trump signaled an end to the Iran conflict. This has significantly lowered the ""War Premium"" in global equities.",dataset/twitter_images/507ee8eb.jpg,"Geopolitics: Markets rallied after US President Donald Trump signaled an end to the Iran conflict. This has significantly lowered the ""War Premium"" in global equities."
309719fb,Twitter,"#WATCH | Trump says US close to meeting Iran war goals, warns of harsher strikes if no deal; flags oil independence and near-term conflict end    @SumitaKareer  breaks down key takeaways from the address  #Trump #US #Iran #War #Geopolitics #Oil",dataset/twitter_images/309719fb.jpg,"#WATCH | Trump says US close to meeting Iran war goals, warns of harsher strikes if no deal; flags oil independence and near-term conflict end breaks down key takeaways from the address #Trump #US #Iran #War #Geopolitics #Oil"
d4de98de,Twitter,"इस्लामाबाद पर Afgan Army हमला   इस्लामाबाद जल रहा है, यह युद्ध रुकने वाला नहीं है।  पाकिस्तान ने बहुत बड़ी गलती कर दी है, जिसकी भारी कीमत चुकानी पड़ेगी।   #Islamabad #Pakistan #War #BreakingNews #Conflict #Geopolitics",dataset/twitter_images/d4de98de.jpg,"इस्लामाबाद पर Afgan Army हमला इस्लामाबाद जल रहा है, यह युद्ध रुकने वाला नहीं है। पाकिस्तान ने बहुत बड़ी गलती कर दी है, जिसकी भारी कीमत चुकानी पड़ेगी। #Islamabad #Pakistan #War #BreakingNews #Conflict #Geopolitics"
